Sku,Ltv Sales Adjusted Margin Dollars,Ltv Purchases Cnt,Total Amt,Ltv Sales,Ltv Return Cnt,Ltv Margin Dollars
2,36.294,1,179.98,179.98,0,30
3,-162.621,3,426.94,844.87,1,-270.23
1,184.664,13,9.99,344.98,0,146.66
1,33.963,4,749.99,"2,068.95",0,-154.65
5,6.803,3,609.94,"1,091.88",1,-89.47
8,142.917,1,533.92,533.92,0,94.37
2,31.28,5,23.98,111.89,0,31.28
1,14.14,2,14.99,55.98,0,14.14
3,25.065,1,126.97,126.97,0,11.86
1,-40.074,2,699.99,"1,059.94",0,-56.24
2,32.784,1,199.98,199.98,0,31.93
3,146.167,1,829.97,829.97,0,31.03
2,99.616,3,31.98,181.94,1,89.44
5,29.041,2,348.95,354.92,0,-7.59
4,19.6,1,37.96,37.96,0,17.42
2,22.349,1,34.98,34.98,0,8.73
2,75.736,3,189.98,393.94,0,52.79
1,98.834,5,39.99,238.93,1,82.57
1,1.05,1,1.69,1.69,0,1.05
1,41.212,3,249.99,674.91,1,5.49
3,7.819,1,14.67,14.67,0,7.62
1,0,1,0,0,0,0
2,5.74,1,10.98,10.98,0,5.74
4,57.602,1,391.96,391.96,0,34.31
1,6.29,1,14.99,14.99,0,6.29
3,37.889,5,314.97,"1,275.86",1,-19.93
2,455.192,3,569.95,"2,189.89",2,323.87
2,22.201,4,10.98,118.44,1,14.61
2,237.894,12,43.96,675.67,5,219.32
1,27.272,6,139.99,814.05,0,2.81
4,54.131,2,109.96,139.95,0,4.65
2,18.311,1,34.98,34.98,0,13.13
2,6.99,1,324.98,324.98,0,6.99
8,431.373,2,"1,199.92","1,361.89",0,413.39
1,56.802,2,149.99,190.94,0,53.82
2,9.7,2,15.98,27.97,0,9.7
13,507.983,8,150.37,"1,587.66",5,456.12
2,95.114,7,459.98,836,0,160.88
1,8.919,2,7.99,10.68,0,5.73
12,108.975,5,673.88,"1,515.73",2,-4.61
4,420.821,8,592.96,"1,571.26",0,210.82
3,22.646,1,85.97,85.97,1,-3.46
4,21.543,1,96.96,96.96,0,13.24
1,40.635,4,69.99,150.44,1,40.58
4,-124.43,2,310.04,640.03,0,-180.34
5,541.356,10,"1,228.95","2,373.65",0,367.5
2,255.224,1,"1,149.98","1,149.98",0,210.97
2,424.77,13,319.98,"2,078.68",1,208.07
5,55.082,4,31.95,98.83,0,44.32
2,8.612,1,208.98,208.98,0,-29.11
3,316.172,8,101.97,"3,256.84",0,179.75
2,51.498,3,19.98,92.93,0,44.1
1,113.292,1,749.99,749.99,0,39.99
1,79.983,3,31.99,101.98,0,71.97
6,205.629,2,522.94,582.93,0,159.6
3,12.723,1,309.97,309.97,0,-40.42
4,127.269,2,579.96,655.93,0,87.73
1,28.19,5,14.99,54.17,0,24.32
1,1.23,1,3.99,3.99,0,1.23
6,47.212,3,76.94,784.91,2,-51.4
1,116.633,5,38.88,"1,256.83",0,-208.68
1,24.585,3,4.99,43.95,1,21.83
4,21.97,1,104.93,104.93,0,21.97
8,41.003,1,194.92,194.92,0,32.87
1,45.049,4,29.99,95.89,1,37.51
3,275.59,31,41.97,856.92,0,266.95
3,116.296,2,287.97,437.96,1,25.91
2,158.069,2,439.98,819.97,2,156.16
3,95.828,1,461.97,461.97,0,33.66
2,7.11,1,10.98,10.98,0,7.11
3,15.535,1,43.97,43.97,0,9.71
1,12.353,2,1.09,41.08,0,8.51
4,613.748,5,749.96,"2,624.87",1,528.61
5,147.038,3,797.95,816.93,1,38.48
1,275.526,2,599.99,"1,199.98",1,50.58
2,37.375,2,142.98,158.96,0,23.55
1,54.288,7,139.99,"1,361.92",3,-19.78
6,158.539,5,53.24,336.9,0,127.9
1,26.589,1,44.99,44.99,0,19.87
3,144.825,7,189.97,"1,774.74",0,-19.14
2,6.36,1,55.98,55.98,0,1.75
1,-7.01,1,359.99,359.99,0,-7.01
5,24.936,1,51.95,51.95,0,22.3
2,14.514,1,41.98,41.98,0,9.69
1,75.42,3,359.99,489.95,0,54.86
1,-215.779,9,59.99,"1,745.95",3,-392.49
1,57.153,3,419.99,529.97,0,47.06
3,14.583,1,30.97,30.97,0,10.84
5,206.742,2,564.95,564.95,0,151.86
4,121.593,1,301.77,301.77,0,108.02
2,43.205,1,169.98,169.98,1,1.32
2,100.954,1,529.98,529.98,0,43.39
3,0,1,0,0,0,0
1,-4.695,1,259.99,259.99,0,-55.01
3,109.121,3,42.97,574.91,0,46.13
5,30.275,1,91.94,91.94,0,28.71
1,102.693,3,35.99,360.49,0,100.68
2,18.656,1,39.98,39.98,0,18.08
1,15.41,3,3.99,49.94,0,15.08
3,8.37,1,16.27,16.27,0,8.37
9,30.317,1,785.91,785.91,0,-23.04
1,28.017,1,69.99,69.99,0,25.06
5,-0.417,2,311.95,351.93,0,-13.42
1,12.306,1,24.99,24.99,0,3.99
2,13.18,1,39.98,39.98,0,13.18
1,31.214,1,399.99,399.99,0,-113.98
1,53.304,2,279.99,332.97,0,48.46
1,13.871,2,29.99,67.98,1,-8.01
9,155.906,1,622.93,622.93,0,75.83
9,6.061,1,154.97,154.97,0,110.88
1,9.403,2,159.99,309.98,0,-15.06
9,60.992,3,333.87,490.84,0,269.07
1,55.806,4,14.99,118.92,0,45.66
3,88.064,6,689.97,"2,068.88",2,-69.25
2,6.55,1,15.06,15.06,0,6.55
2,110.958,5,16.98,213.86,0,108.07
6,62.859,3,35.44,117.33,0,60.45
2,156.604,2,579.98,582.97,0,73.27
2,9.553,1,23.98,23.98,0,8.56
3,123.91,1,629.97,629.97,0,113.8
1,2.06,1,6.96,6.96,0,2.06
2,-62.788,3,316.98,692.95,0,-112.99
3,58.262,1,269.97,269.97,1,56.99
1,113.645,3,399.99,"1,332.92",2,-270.46
2,4.377,1,11.08,11.08,0,4.15
6,194.633,5,734.94,819.91,1,-724.57
1,13.245,4,749.99,"1,679.96",1,-62.04
2,66.682,6,109.98,"1,127.87",1,15.44
1,73.164,3,69.99,557.95,0,0
2,15.225,1,60.98,60.98,0,5.48
1,-10.46,1,379.99,379.99,0,-10.46
1,310.329,1,599.99,599.99,0,182.01
2,4.163,1,5.98,5.98,0,4.08
2,87.955,3,40.98,202.95,1,60.15
1,10.99,1,79.99,79.99,0,10.99
3,78.983,3,195.97,359.33,0,60.21
5,27.94,2,29.95,170.93,0,13.41
4,75.406,1,509.96,509.96,0,18.25
3,29.375,1,634.97,634.97,1,3.83
1,107.785,13,44.99,"2,650.69",2,-53.65
5,122.166,2,457.95,"1,007.94",0,85.9
3,70.89,2,71.78,71.78,0,70.89
1,35.21,2,69.99,149.98,1,25.99
1,-3.113,8,"1,099.99","4,089.90",1,-112.74
4,205.504,4,60.96,525.89,2,111.16
2,40.97,2,42.98,"2,742.95",0,-81.24
2,147.495,6,13.98,362.91,3,103.23
2,2.584,1,9.97,9.97,0,2.58
3,54.203,2,53.97,151.94,0,44.99
2,44.429,3,84.98,119.43,2,41.01
1,-0.841,1,399.99,399.99,0,-102.64
1,30.786,1,169.99,169.99,0,10
2,41.799,5,25.97,74,0,36.15
2,27.835,1,569.98,569.98,0,18.98
4,10.028,1,18.96,18.96,0,9.92
2,84.316,3,359.98,833.94,1,252.69
1,402.346,4,139.99,"1,043.41",1,172.69
1,89.135,2,119.99,309.98,1,40.02
3,-8.096,1,578.94,578.94,0,-9.47
1,22.457,1,29.99,29.99,0,18.7
2,36.912,3,89.98,140.95,1,25.86
3,897.713,21,21.57,"3,532.93",2,411
2,10.686,2,12.98,22.97,1,8.72
2,150.785,7,99.98,583.82,1,299.73
1,9.744,3,3.99,29.97,0,8.59
2,50.836,1,359.98,359.98,0,36.65
4,98.319,1,869.96,869.96,0,-50.9
1,11.922,1,34.99,34.99,1,7.35
1,-2.268,2,299.99,599.98,0,-98.36
3,113.429,2,254.97,713.92,0,97.68
2,9.284,1,29.98,29.98,0,7.48
2,9.002,2,27.98,56.96,0,5.95
4,156.847,2,267.96,708.7,0,108.91
2,-42.442,1,389.98,389.98,0,-94.05
1,109.367,4,79.99,153.95,1,99.21
3,149.769,1,609.97,609.97,0,149.11
1,7.61,3,11.99,98.92,0,1.8
1,8.142,1,32.99,32.99,0,7.76
1,0.85,1,1.69,1.69,0,0.85
4,76.441,1,139.96,139.96,0,69.99
1,32.07,1,62.99,62.99,0,32.07
2,107.524,1,459.98,459.98,0,40.4
2,8.45,1,14.99,14.99,0,8.45
1,527.172,5,979.99,"4,029.91",0,-178.47
2,15.16,1,38.98,38.98,0,15.16
2,28.822,1,54.98,54.98,0,24.56
3,55.876,1,349.97,349.97,0,48.57
10,119.045,1,398.89,398.89,0,47.69
1,57.071,2,279.99,289.97,0,47.97
1,8.705,1,17.99,17.99,0,8.09
1,17.096,2,49.99,85.97,0,43.82
1,6.164,2,0,"1,739.96",1,-23.89
1,14.979,1,39.99,39.99,0,9.97
1,32.07,3,22.49,70.45,0,32.07
1,69.577,4,19.99,579.96,1,44.73
2,55.807,2,14.48,364.46,0,-7.46
1,33.698,4,49.99,235.82,0,13.56
1,80.375,3,69.99,234.96,0,221.28
1,1.33,1,10.99,10.99,0,1.33
2,26.386,1,26.95,26.95,0,23.67
6,220.943,4,223.94,440.83,2,213.56
2,220.808,2,179.98,759.95,0,174.83
1,31.98,2,449.99,949.98,1,31.98
2,10.51,1,23.98,23.98,0,10.51
4,12.67,1,32.66,32.66,0,12.67
1,-0.294,1,299.99,299.99,0,-23.01
1,11.598,1,59.99,59.99,0,5.99
2,22.599,1,54.98,54.98,0,21.71
4,11.338,1,15.96,15.96,0,8.68
5,42.886,2,80.65,140.63,0,42.79
1,4.35,1,12.99,12.99,0,4.35
4,46.546,2,34.96,89.92,0,40.43
3,14.424,2,27.97,69.94,0,12.29
5,66.818,1,114.95,114.95,0,53.93
7,24.482,1,97.43,97.43,0,21.11
4,34.39,3,40.96,109.88,0,34.39
1,368.324,16,99.98,"1,052",5,290.35
4,103.9,1,381.06,381.06,1,44.74
5,123.23,5,221.95,619.57,1,58.44
2,64.264,3,339.98,949.95,3,-54.42
2,146.77,1,579.98,579.98,0,76.37
1,43.678,2,7.99,77.98,2,43.1
1,352.086,11,19.99,"2,285.89",6,239.44
1,43.564,1,119.99,119.99,1,36
12,325.227,8,149.88,769.14,2,278.48
1,153.873,7,29.99,"1,476.80",2,-2.62
3,284.515,10,18.97,703.88,0,124.47
2,33.001,2,27.98,60.93,0,25.06
1,14.252,1,24.99,24.99,0,9.99
1,24.636,1,49.99,49.99,0,17.48
1,4.208,1,26.99,26.99,0,2.99
1,28.4,1,56.99,56.99,0,28.4
2,41.722,3,24.98,103.89,0,32.08
1,75.283,1,"1,319.99","1,319.99",0,25.93
4,171.723,8,19.86,866.06,1,155.64
5,3.28,1,16.95,16.95,0,3.28
1,7.473,1,14.99,14.99,0,3.63
1,40.416,1,299.99,299.99,1,15.94
3,219.079,1,624.97,624.97,0,-141.6
1,15.999,1,49.99,49.99,0,5.98
4,24.771,2,54.56,63.55,0,23.84
3,44.278,1,639.97,639.97,0,36.65
8,82.578,3,"1,324.92","2,890.77",0,-80.67
2,30,1,57.08,57.08,0,30
4,396.24,9,"1,079.96","1,747.57",2,423.42
1,677.149,8,39.99,"2,105.90",0,48.57
2,-2.72,1,461.08,461.08,1,-2.72
2,-21.628,4,319.98,540.93,1,-58.46
2,-11.87,1,95.95,95.95,0,-28.17
2,-1.424,2,344.98,734.95,0,-7.24
2,-13.824,3,189.98,226.96,0,-16.29
3,10.294,1,62.97,62.97,0,5.62
1,17.09,1,32.99,32.99,0,17.09
5,139.952,6,89.92,"1,038.38",1,39.18
2,69.862,2,83.98,363.97,1,55.7
3,-18.63,2,215.97,475.96,0,-68.6
22,140.031,4,"1,193.78","1,416.68",0,28.83
1,7.42,1,59.99,59.99,0,7.42
1,11.31,5,499.99,"1,545.93",1,-2.74
1,35.981,3,4.99,106.05,1,34.37
5,67.697,1,102.35,102.35,0,66.38
2,-95.947,1,379.98,379.98,0,-116.25
1,7.24,1,21.99,21.99,0,7.24
1,173.765,5,359.99,"1,815.77",0,173.5
1,280.662,18,64.99,690.25,10,210.31
3,53.751,1,459.97,459.97,0,47.66
1,56.713,2,299.99,321.97,0,54.74
1,398.942,10,1.99,725.77,3,182.42
1,92.878,1,99.99,99.99,0,79.99
1,5.03,1,19.99,19.99,0,5.03
1,99.997,4,9.99,243.92,1,70.51
2,63.224,3,329.98,959.95,0,43.34
3,25.698,3,23.97,72.85,0,24.22
1,30.666,1,149.99,149.99,0,29.12
1,7.267,1,4.99,4.99,0,1.99
2,-0.876,1,449.98,449.98,0,-2.01
1,42.463,3,"1,199.99","1,249.97",1,21.65
2,15.92,2,26.98,48.54,0,15.92
6,176.643,5,765.94,"1,890.84",1,-27.74
7,"1,869.34",62,245.85,"5,460.74",6,"1,770.95"
3,66.602,4,40.03,517.92,0,5.78
1,51.238,6,4.99,461.9,0,50.69
3,1.644,1,83.97,83.97,0,-14.67
2,9.056,1,35.98,35.98,0,9.28
3,11.212,1,16.67,16.67,0,8.37
1,5.028,1,9.99,9.99,0,4.99
2,-27.692,3,29.98,504.93,1,-56.02
2,155.589,5,13.98,439.89,0,141.84
1,6.05,1,18.99,18.99,0,5.72
1,37.081,4,7.99,72.96,1,34.95
1,-140.179,5,17.99,"4,234.85",0,-166.25
1,57.364,2,39.99,94.98,2,29.48
5,13.372,4,196.95,859.78,0,-46.83
2,-237.22,1,629.98,629.98,0,-237.22
1,351.601,11,499.99,"4,050.75",4,177.18
1,33.428,5,3.99,356.94,0,20.39
3,122.703,3,333.97,348.95,0,62.41
2,2.68,1,30.98,30.98,0,2.68
2,19.207,8,29.98,344.92,2,9.97
2,25.991,5,639.98,"1,575.90",0,-53.55
5,130.878,3,509.97,"1,009.94",2,22.23
4,136.919,5,797.96,"2,803.91",1,38.99
2,29.499,2,31.98,76.97,0,18.34
3,7.288,1,9.97,9.97,0,7.02
3,127.046,6,114.97,334.9,0,86.73
9,-45.541,1,944.88,944.88,0,-121.93
6,159.014,2,304.94,474.92,1,94.37
1,-137.986,2,229.99,461.97,1,-138.65
4,0.33,2,2.51,5.2,0,0.33
3,124.114,1,337.97,337.97,0,80.69
2,9.383,1,67.98,67.98,1,6.73
1,239.801,6,69.99,677.86,3,154.38
2,18.056,1,22.98,22.98,0,17.73
2,111.876,2,29.99,245.95,0,134.48
2,112.402,2,459.98,519.97,0,111.03
3,8.24,1,15.47,15.47,0,7.59
1,33.622,4,11.99,60.55,1,29.19
1,6.198,1,11.99,11.99,0,4.04
1,3.91,1,8.99,8.99,0,3.91
1,13.99,1,99.99,99.99,0,13.99
1,17.087,1,24.99,24.99,0,15
2,43.543,1,259.98,259.98,0,42.09
1,156.233,5,69.98,431.92,1,115.81
2,24.113,1,46.68,46.68,0,2.03
2,6.43,1,13.98,13.98,0,0.91
2,15.042,1,44.98,44.98,0,11.76
1,6.712,1,59.99,59.99,0,-1.55
1,569.927,9,19.99,"4,656.92",0,342.89
3,27.12,1,649.97,649.97,0,27.12
2,9.16,1,479.98,479.98,0,9.16
2,31.121,1,54.98,54.98,0,23.55
2,235.962,18,17.98,703.46,0,222.48
3,200.953,6,"1,779.97","4,709.82",3,32.23
2,24.14,5,379.98,"1,300.92",0,-33.84
3,21.14,1,39.97,39.97,0,21.14
1,105.43,8,14.99,201.84,0,100.04
1,40.745,4,38.88,177.83,1,-76.47
3,0,2,59.99,63.67,1,20.47
1,8.64,1,9.99,9.99,0,8.64
1,7.207,1,19.99,19.99,0,6.99
1,106.101,5,299.99,"1,061.89",0,-165.14
2,134.78,4,129.98,267.59,1,106.24
1,2.61,1,7.99,7.99,0,2.61
5,85.19,3,206.95,286.94,1,6.97
2,242.849,5,95.95,644.77,1,107.53
3,0,1,0,0,0,0
1,206.228,2,42.99,842.98,0,-25.65
3,-17.487,2,"1,079.97","1,519.96",0,-60.62
1,-36.86,1,499.99,499.99,0,-36.86
4,11.826,1,70.97,70.97,0,49.13
1,9.948,1,9.99,9.99,0,6.31
9,198.839,3,628.88,"1,175.85",1,121.14
2,41.833,3,24.98,107.95,1,37.51
1,-24.93,2,239.96,242.95,0,-24.93
1,-6.01,1,299.99,299.99,0,-6.01
1,10.242,1,14.99,14.99,0,6.49
1,-1.64,1,459.99,459.99,0,-1.64
3,572.873,4,719.97,"1,919.87",0,375.86
2,4.21,1,10.49,10.49,0,4.21
3,142.227,4,49.97,296.13,2,90.14
2,114.676,7,724.98,"1,666.77",0,-52.25
3,83.603,1,214.97,214.97,1,51.91
2,140.003,6,0,610.9,0,167.61
1,2.88,1,4.99,4.99,0,2.88
3,27.364,1,44.97,44.97,0,26.47
1,60.771,2,29.99,429.96,0,51.12
2,77.45,4,67.98,487.95,1,-7.89
1,-9.25,1,379.96,379.96,0,-9.25
3,94.986,3,242.97,266.9,1,47.86
2,19.772,2,409.98,427.96,0,-46.83
12,428.341,9,"1,283.88","4,841.74",1,115.61
1,64.653,1,79.99,79.99,0,64.49
1,48.866,2,0,144.95,0,20.75
1,4.42,1,19.99,19.99,0,4.42
11,17.123,1,67.89,67.89,0,10.14
2,13.98,1,389.98,389.98,0,13.98
3,74.376,3,377.97,"1,400.91",0,-56.79
3,94.187,1,445.97,445.97,0,33.2
2,57.179,1,759.98,759.98,0,-9.95
1,-46.92,1,279.99,279.99,0,-46.92
13,228.282,6,"1,233.87","1,753.78",0,127.59
4,221.517,1,969.96,969.96,0,-137.12
3,7.39,1,428.97,428.97,0,1.51
1,47.379,2,19.99,108.96,1,-4.37
14,405.363,5,"1,389.86","1,967.71",2,248.57
1,44.503,2,44.99,64.98,0,44.33
3,45.048,12,64.97,"1,750.61",1,-72.01
1,-48.6,1,169.99,169.99,0,-48.6
3,3.55,1,6.77,6.77,0,3.55
5,473.148,4,577.94,"2,132.35",1,311.45
1,43.333,1,109.99,109.99,0,0.05
4,211.173,2,918.96,"1,507.94",0,81.39
1,63.951,3,49.99,194.45,0,-25.75
1,28.382,2,329.99,394.96,0,20.48
2,152.785,5,0,641.91,1,20.04
2,36.076,1,164.98,164.98,0,26.95
6,58.381,1,212.93,212.93,0,24.17
3,324.975,8,234.97,"1,495.37",1,235.52
1,160.378,3,69.99,673.96,0,93.15
2,-83.19,1,179.98,179.98,0,-83.19
3,47.784,2,32.97,132.96,0,-13.55
3,83.279,2,538.97,552.95,0,18.92
3,91.406,1,608.97,608.97,0,33.47
1,-198.124,2,999.99,"1,095.96",0,-469.84
1,63.325,3,159.99,379.97,0,43.41
1,23.492,1,64.99,64.99,0,3.49
2,76.825,8,20.98,204.84,4,71.6
1,5.234,1,9.99,9.99,0,3.74
2,-328.238,3,189.98,"1,479.86",0,-394.02
1,287.889,11,9.99,850.76,0,258.96
3,-17.676,2,349.97,381.95,0,-29.52
2,-1.28,2,499.98,"1,649.96",0,-101.35
4,171.831,5,147.95,365.86,0,150.96
1,11.95,1,279.99,279.99,0,11.95
1,105.782,8,19.99,400.34,2,100.25
1,360.813,22,79.99,"1,147.12",1,301.37
4,11.944,1,63.97,63.97,0,38.55
10,68.931,1,167.9,167.9,0,66.47
8,54.662,4,493.92,"1,617.85",2,-171.85
10,116.831,2,843.9,"1,198.89",0,43.53
1,70.724,1,249.99,249.99,0,24.99
4,64.388,2,236.96,338.94,1,58.75
1,-7.01,1,359.99,359.99,0,-7.01
2,-50.597,1,284.98,284.98,0,-53.74
2,-25.1,1,197.98,197.98,0,-25.12
1,4.538,1,16.99,16.99,0,4.31
3,-45.752,1,333.97,333.97,0,-55.81
1,4.92,1,29.99,29.99,0,4.92
1,11.855,3,4.99,104.95,0,4.88
3,103.115,1,654.97,654.97,0,25.27
4,193.392,2,776.96,846.95,0,181.03
1,-87.36,1,229.99,229.99,0,-87.36
2,44.785,4,26.98,74.92,0,38
5,346.103,1,769.95,769.95,0,145.32
1,1.641,1,6.99,6.99,0,1.08
5,151.169,1,599.95,599.95,0,100.64
2,-55.225,1,504.95,504.95,0,-105.54
3,25.741,4,149.98,221.95,0,166.59
3,56.986,4,177.97,795.85,0,31.06
4,216.403,1,"1,416.46","1,416.46",0,168.96
8,48.802,1,84.32,84.32,0,47.89
1,13.292,1,99.99,99.99,0,1.99
2,21.67,1,37.98,37.98,0,18.98
3,80.492,3,712.97,"1,982.93",1,-129.29
1,3.089,2,459.99,739.98,0,-3.49
1,3.39,1,29.99,29.99,0,3.39
4,97.505,4,34.96,517.06,0,74.21
3,5.13,1,419.97,419.97,0,3.41
1,2.258,1,5.99,5.99,0,2.19
3,285.869,4,35.67,592.31,1,-103.93
5,20.32,1,81.95,81.95,0,20.32
2,25.786,1,431.98,431.98,0,-22.26
4,150.039,7,242.96,613.89,1,100.79
2,65.345,2,209.98,210.97,0,55.68
1,10.35,1,19.99,19.99,0,10.35
1,6.181,1,6.99,6.99,0,5.81
2,18.065,1,39.98,39.98,0,17.38
1,128.473,5,64.99,351.57,0,106.72
3,30.156,2,203.88,239.86,0,29.91
2,20.504,3,0,172.97,1,60.97
3,426.055,1,889.97,889.97,0,43.39
1,4.596,1,7.96,7.96,0,4.56
9,18.792,1,67.41,67.41,0,18.59
2,18.272,1,334.98,334.98,0,11.24
2,49.048,3,254.98,454.96,1,2.02
4,36.4,3,694.96,866.91,1,9.29
2,14,2,121.08,137.56,0,14
1,308.297,2,599.97,918.5,0,288.37
2,75.75,7,11.98,205.04,0,66.25
1,110.939,2,129.99,579.97,1,109.13
1,16.542,1,14.99,14.99,1,5.09
2,79.401,1,619.98,619.98,0,9.76
4,-42.073,1,353.96,353.96,0,-71.12
3,5.51,2,379.97,659.96,0,-17.58
4,93.381,10,445.96,"3,249.61",0,-178.46
6,290.23,4,"1,339.94","1,366.91",0,256.93
4,-32.365,1,319.97,319.97,1,-63.07
1,35.685,1,209.99,209.99,0,30.08
3,77.328,1,267.97,267.97,0,67.47
4,294.052,4,"1,224.96","1,765.29",1,242.47
2,4.88,1,474.98,474.98,0,4.88
1,129.683,3,449.99,"1,669.96",1,-262.47
3,63.31,1,639.94,639.94,0,63.31
1,8.404,1,399.99,399.99,0,-102.64
2,37.694,2,42.98,92.97,1,25.42
3,108.974,11,43.47,594.5,1,61.14
4,274.56,3,919.96,"1,139.92",0,361.28
7,-87.098,1,374.43,374.43,0,-110.95
2,71.796,8,27.98,276.74,0,58.46
14,267.281,4,"1,307.86","2,356.80",1,52.69
1,14.27,1,24.99,24.99,0,9.99
5,68.978,2,143.45,240.43,1,56.54
2,41.971,2,189.98,674.96,0,24.74
5,-6.393,1,559.95,559.95,0,-20.75
11,121.99,3,"1,215.89","1,555.86",1,6.47
2,35.168,1,139.98,139.98,0,27.31
1,-11.856,1,399.99,399.99,0,-12.99
1,271.239,11,19.99,"1,064.44",1,137.29
2,147.9,2,659.98,979.96,0,87.91
2,29.615,1,309.98,309.98,0,-20.7
3,67.291,3,31.97,279.94,0,31.21
1,477.292,9,8.99,"2,728.83",3,253.13
2,28.83,1,32.95,32.95,0,28.83
1,7.317,1,149.99,149.99,0,-1.35
1,6.99,1,265.96,265.96,0,6.99
5,26.113,2,63.95,75.94,1,25.43
1,6.597,1,6.99,6.99,0,6.27
1,11.959,2,11.98,26.96,0,11.01
3,5.48,1,13.17,13.17,0,5.48
2,6.5,1,33.98,33.98,0,6.5
7,14.214,1,20.33,20.33,0,7.98
2,52.535,1,464.95,464.95,0,-36.81
2,67.126,3,34.98,198.35,2,34.29
1,6.442,1,21.99,21.99,0,5.75
5,316.294,7,178.95,"1,784.18",0,182.08
2,9.35,1,59.98,59.98,0,9.35
2,40.548,1,172.28,172.28,0,31.04
5,59.672,1,77.75,77.75,0,55.17
4,-8.205,1,119.96,119.96,0,-8.6
1,1.99,1,2.99,2.99,0,1.99
6,310.832,3,88.44,"1,892.80",0,228.2
1,202.087,3,499.99,"1,246.91",1,-72.38
5,15.9,1,489.97,489.97,0,-92.89
4,75.55,8,17.66,187.41,0,73.25
2,72.288,17,31.98,879.17,1,8.99
3,57.423,2,517.97,517.97,0,-12.83
1,13.822,1,19.99,19.99,0,11.04
3,6.391,1,19.47,19.47,0,5.41
3,254.864,7,414.97,"1,650.78",0,177.46
2,41.516,2,57.98,65.97,1,23.06
4,10.566,1,111.66,111.66,0,-6.06
7,33.687,2,73.93,76.92,1,30.42
1,189.159,2,29.99,559.97,0,181.89
2,89.061,15,2.98,"1,542.40",2,-175.48
1,27.124,1,109.99,109.99,0,11.99
1,19.428,1,799.99,799.99,0,-168
2,101.384,9,34.98,"1,465.86",3,-86.74
1,85.173,2,34.99,763.89,0,44.37
1,8.646,1,9.99,9.99,0,8.32
2,12.342,1,31.98,31.98,0,8.48
2,-9.904,2,284.98,812.93,0,-86.15
1,-7.01,1,359.99,359.99,0,-7.01
2,71.195,16,494.98,"2,744.56",1,-43.83
1,5.46,1,9.99,9.99,0,5.46
3,70.641,1,362.97,362.97,0,70.43
6,262.873,1,889.94,889.94,0,207.14
1,-7.01,1,359.99,359.99,0,-7.01
2,-110.629,2,509.98,531.97,0,-149.41
1,69.98,1,69.99,69.99,0,69.98
8,"1,295.76",18,767.93,"4,976.05",1,904.33
2,-7.789,1,360.04,360.04,0,-7.97
1,817.731,33,17.99,"2,873.31",1,691.94
1,20.695,3,27.99,430.63,1,-0.29
3,177.743,1,637.97,637.97,2,114.62
1,-7.01,1,359.99,359.99,0,-7.01
4,84.965,1,309.96,309.96,0,84.77
1,47.61,3,14.39,186.25,1,45.02
3,51.398,5,62.97,133.38,0,42.46
1,-71.28,2,129.99,135.98,0,-71.28
2,34.091,2,28.98,53.97,1,33.37
2,173.3,2,534.98,"1,289.02",0,-206.16
2,-44.1,1,129.98,129.98,0,-44.1
1,2.258,1,5.99,5.99,0,2.19
2,92.125,1,429.98,429.98,0,-79.99
2,44.108,1,149.98,149.98,0,42.22
2,-6.497,1,429.98,429.98,0,-55.11
2,24.777,1,65.98,65.98,0,22.61
3,41.038,2,73.97,213.96,0,24.61
3,138.145,9,94.97,362.73,1,111.29
2,67.992,1,409.98,409.98,0,35.16
1,209.378,5,749.99,"1,315.93",1,-282.66
1,5.313,1,15.99,15.99,0,5.24
2,41.849,2,127.98,257.96,0,17.16
4,213.958,9,102.96,"1,547.65",0,77.3
2,174.064,4,11.98,707.39,1,-183.5
1,1.783,1,379.99,379.99,0,-71.56
1,5.795,1,459.99,459.99,0,-4.63
2,9.28,2,17.48,21.46,0,9.28
5,-72.724,1,249.95,249.95,0,-74.69
4,8.149,2,24.83,40.82,1,8.04
2,32.054,2,64.98,124.96,0,20.16
9,-14.482,2,805.91,865.9,0,-56.99
3,9.74,1,30.97,30.97,0,9.74
1,9.99,1,24.99,24.99,0,9.99
2,10.216,1,19.98,19.98,0,9.53
1,114.89,4,46.99,887,1,89.82
2,-19.417,1,130.38,130.38,0,-45.38
4,25.72,1,121.96,121.96,0,17.98
2,14.152,1,19.98,19.98,0,10.98
2,42.624,2,459.98,559.97,0,-33.08
1,55.235,3,39.97,208.91,1,53.28
2,15.703,1,34.95,34.95,0,15.62
1,7.95,1,94.99,94.99,0,7.95
3,"1,362.17",9,465.97,"5,645.59",0,687.98
2,1.66,1,4.04,4.04,1,1.66
1,16.835,1,79.99,79.99,1,16.83
2,21.974,1,54.98,54.98,0,8.85
1,6.403,1,14.99,14.99,0,4.99
3,121.1,1,899.97,899.97,0,27.13
1,149.44,1,499.99,499.99,0,149.44
1,15.59,1,49.99,49.99,0,15.59
9,742.397,22,812.89,"7,282.16",1,-272.29
1,95.875,4,39.99,639.93,0,104.45
8,288.358,1,"1,321.81","1,321.81",0,195.97
1,4.64,1,9.99,9.99,0,4.64
2,10.267,5,599.98,"1,575.91",0,-54.91
2,219.522,5,54.98,"1,190.96",0,129.5
2,12.1,1,44.98,44.98,0,12.1
5,6.552,2,214.99,224.98,0,176.98
1,-3.471,6,499.99,"1,247.92",1,-21.5
